3201.25	299
3200.65	277.944
3200.06	328.429
3199.47	315.75
3198.87	231.515
3198.28	256.732
3197.68	387.144
3197.09	235.617
3196.49	302.891
3195.9	323.876
3195.31	315.416
3194.71	365.827
3194.12	348.955
3193.52	298.458
3192.93	290.007
3192.33	268.952
3191.74	323.534
3191.14	315.082
3190.55	310.834
3189.95	356.985
3189.36	331.736
3188.76	352.679
3188.17	264.469
3187.57	293.81
3186.97	264.389
3186.38	281.133
3185.78	272.7
3185.19	310.412
3184.59	276.812
3183.99	226.448
3183.4	368.971
3182.8	285.071
3182.21	385.625
3181.61	293.366
3181.01	372.938
3180.42	335.174
3179.82	293.233
3179.22	326.696
3178.62	305.708
3178.03	322.41
3177.43	330.734
3176.83	276.268
3176.24	309.708
3175.64	313.846
3175.04	284.511
3174.44	288.651
3173.85	284.424
3173.25	255.107
3172.65	259.25
3172.05	288.476
3171.45	305.153
3170.86	280.03
3170.26	355.208
3169.66	271.588
3169.06	342.567
3168.46	359.223
3167.86	292.347
3167.26	338.236
3166.67	263.033
3166.07	321.436
3165.47	354.778
3164.87	363.07
3164.27	254.528
3163.67	283.693
3163.07	312.85
3162.47	346.168
3161.87	341.945
3161.27	325.216
3160.67	275.141
3160.07	329.285
3159.47	337.57
3158.87	279.183
3158.27	283.307
3157.67	333.251
3157.07	354.026
3156.47	374.794
3155.87	308.117
3155.27	399.659
3154.67	324.674
3154.07	357.92
3153.47	403.639
3152.87	332.848
3152.27	287.037
3151.67	228.763
3151.07	336.855
3150.46	370.068
3149.86	303.493
3149.26	332.545
3148.66	374.056
3148.06	349.066
3147.46	369.788
3146.86	315.726
3146.25	340.6
3145.65	253.335
3145.05	311.43
3144.45	348.749
3143.84	444.172
3143.24	302.987
3142.64	286.342
3142.04	336.089
3141.43	311.147
3140.83	302.803
3140.23	381.557
3139.63	348.326
3139.02	252.912
3138.42	306.765
3137.82	327.443
3137.21	356.403
3136.61	414.359
3136.01	319.008
3135.4	310.675
3134.8	331.336
3134.2	298.157
3133.59	298.112
3132.99	368.444
3132.38	355.97
3131.78	380.747
3131.18	331.034
3130.57	343.396
3129.97	347.481
3129.36	376.38
3128.76	368.052
3128.15	305.974
3127.55	289.391
3126.94	338.95
3126.34	276.905
3125.73	322.318
3125.13	285.084
3124.52	326.351
3123.92	297.388
3123.31	280.824
3122.71	400.526
3122.1	355.052
3121.5	334.359
3120.89	400.344
3120.29	346.637
3119.68	375.466
3119.07	342.406
3118.47	375.352
3117.86	358.798
3117.26	346.373
3116.65	305.092
3116.04	391.613
3115.44	317.364
3114.83	412.099
3114.22	444.999
3113.62	399.614
3113.01	374.839
3112.4	321.241
3111.79	424.139
3111.19	312.909
3110.58	378.727
3109.97	432.177
3109.37	382.727
3108.76	390.899
3108.15	386.725
3107.54	374.326
3106.93	345.479
3106.33	341.314
3105.72	333.039
3105.11	345.321
3104.5	369.931
3103.89	435.63
3103.29	452
3102.68	398.521
3102.07	398.461
3101.46	386.078
3100.85	410.659
3100.24	377.749
3099.63	414.639
3099.02	320.168
3098.41	406.305
3097.81	410.347
3097.2	418.49
3096.59	381.506
3095.98	410.159
3095.37	364.986
3094.76	332.128
3094.15	381.274
3093.54	463.198
3092.93	397.552
3092.32	434.372
3091.71	372.847
3091.1	397.37
3090.49	466.941
3089.88	454.584
3089.27	368.525
3088.66	405.316
3088.05	446.189
3087.43	409.285
3086.82	343.747
3086.21	315.054
3085.6	360.007
3084.99	376.313
3084.38	392.615
3083.77	408.911
3083.16	437.468
3082.54	425.138
3081.93	355.59
3081.32	441.355
3080.71	408.6
3080.1	375.854
3079.49	432.984
3078.87	326.73
3078.26	514.522
3077.65	506.278
3077.04	408.226
3076.42	440.817
3075.81	363.21
3075.2	408.039
3074.59	350.86
3073.97	481.34
3073.36	456.795
3072.75	444.492
3072.13	460.733
3071.52	481.046
3070.91	391.3
3070.29	440.145
3069.68	411.554
3069.07	415.566
3068.45	472.532
3067.84	419.512
3067.22	427.592
3066.61	464.172
3066	455.959
3065.38	439.608
3064.77	516.867
3064.15	394.712
3063.54	398.721
3062.92	402.728
3062.31	463.676
3061.7	471.739
3061.08	443.204
3060.47	459.399
3059.85	459.328
3059.24	422.68
3058.62	422.616
3058.01	426.614
3057.39	507.796
3056.77	426.484
3056.16	397.991
3055.54	410.111
3054.93	511.546
3054.31	389.69
3053.7	511.39
3053.08	466.673
3052.46	405.741
3051.85	470.588
3051.23	417.785
3050.61	425.833
3050	490.646
3049.38	494.626
3048.76	437.799
3048.15	449.891
3047.53	449.822
3046.91	465.961
3046.3	510.453
3045.68	498.223
3045.06	425.247
3044.44	494.021
3043.83	469.653
3043.21	469.581
3042.59	485.7
3041.97	404.688
3041.36	489.597
3040.74	509.751
3040.12	485.403
3039.5	485.328
3038.88	509.517
3038.27	420.489
3037.65	472.978
3037.03	460.78
3036.41	484.957
3035.79	553.575
3035.17	468.649
3034.55	452.419
3033.93	545.243
3033.32	440.166
3032.7	480.475
3032.08	544.993
3031.46	589.309
3030.84	480.254
3030.22	455.97
3029.6	564.832
3028.98	512.305
3028.36	548.526
3027.74	528.279
3027.12	516.102
3026.5	556.337
3025.88	556.252
3025.26	588.408
3024.64	576.229
3024.02	588.228
3023.4	563.968
3022.78	511.521
3022.16	531.578
3021.53	495.258
3020.91	491.156
3020.29	523.283
3019.67	507.105
3019.05	571.411
3018.43	482.809
3017.81	498.826
3017.19	547.016
3016.56	595.19
3015.94	530.764
3015.32	534.703
3014.7	482.365
3014.08	582.768
3013.45	582.679
3012.83	562.501
3012.21	566.432
3011.59	550.278
3010.97	493.97
3010.34	505.94
3009.72	497.833
3009.1	525.856
3008.47	529.789
3007.85	505.63
3007.23	633.947
3006.6	597.744
3005.98	533.475
3005.36	637.666
3004.73	589.449
3004.11	625.442
3003.49	521.122
3002.86	577.154
3002.24	480.888
3001.62	593.004
3000.99	528.815
3000.37	616.856
2999.74	512.633
2999.12	556.601
2998.49	612.568
2997.87	580.449
2997.25	596.37
2996.62	544.254
2996	672.211
2995.37	560.09
2994.75	496.003
2994.12	623.908
2993.5	623.813
2992.87	647.706
2992.25	711.568
2991.62	631.519
2990.99	623.43
2990.37	595.364
2989.74	655.199
2989.12	619.148
2988.49	651.004
2987.87	634.931
2987.24	650.804
2986.61	658.688
2985.99	670.561
2985.36	734.312
2984.73	682.326
2984.11	610.409
2983.48	662.172
2982.85	729.872
2982.23	669.944
2981.6	701.738
2980.97	657.778
2980.34	721.452
2979.72	689.459
2979.09	661.46
2978.46	681.278
2977.84	740.926
2977.21	824.452
2976.58	744.68
2975.95	680.86
2975.32	863.882
2974.7	724.435
2974.07	708.404
2973.44	767.983
2972.81	859.372
2972.18	843.328
2971.55	751.72
2970.93	922.604
2970.3	795.226
2969.67	886.54
2969.04	814.856
2968.41	894.216
2967.78	850.368
2967.15	889.968
2966.52	865.997
2965.89	746.708
2965.26	837.931
2964.63	790.155
2964	873.404
2963.37	825.637
2962.74	797.728
2962.11	873.001
2961.48	979.991
2960.85	848.93
2960.22	821.035
2959.59	844.703
2958.96	908.015
2958.33	852.372
2957.7	792.782
2957.07	935.339
2956.44	840.09
2955.81	839.961
2955.18	823.986
2954.55	934.763
2953.91	871.255
2953.28	926.556
2952.65	993.717
2952.02	973.772
2951.39	1005.28
2950.76	981.386
2950.13	1001.02
2949.49	1012.73
2948.86	893.915
2948.23	949.144
2947.6	956.906
2946.96	968.619
2946.33	1023.81
2945.7	1039.46
2945.07	960.268
2944.43	948.266
2943.8	971.823
2943.17	1046.72
2942.54	1090
2941.9	1081.94
2941.27	1077.82
2940.64	1140.82
2940	1026.18
2939.37	1104.95
2938.74	1144.23
2938.1	1108.55
2937.47	1049.21
2936.83	1060.88
2936.2	1100.15
2935.57	1151.24
2934.93	1115.58
2934.3	1202.12
2933.66	1103.41
2933.03	1040.2
2932.39	1213.38
2931.76	1142.29
2931.12	1051.54
2930.49	1165.57
2929.85	1208.7
2929.22	1169.14
2928.58	1141.41
2927.95	1212.07
2927.31	1219.75
2926.68	1215.63
2926.04	1156.44
2925.41	1140.53
2924.77	1329.11
2924.14	1077.27
2923.5	1210.76
2922.86	1163.41
2922.23	1261.48
2921.59	1249.5
2920.95	1217.87
2920.32	1233.4
2919.68	1248.92
2919.04	1248.72
2918.41	1256.38
2917.77	1248.34
2917.13	1208.9
2916.5	1208.71
2915.86	1298.77
2915.22	1333.88
2914.59	1282.68
2913.95	1329.54
2913.31	1309.73
2912.67	1352.66
2912.03	1340.69
2911.4	1281.69
2910.76	1257.98
2910.12	1249.94
2909.48	1394.71
2908.84	1245.64
2908.21	1308.11
2907.57	1476.29
2906.93	1362.52
2906.29	1268.36
2905.65	1381.67
2905.01	1365.8
2904.37	1295.16
2903.74	1369.29
2903.1	1443.4
2902.46	1404.07
2901.82	1392.12
2901.18	1411.46
2900.54	1411.24
2899.9	1325.03
2899.26	1367.81
2898.62	1394.95
2897.98	1375.2
2897.34	1453.11
2896.7	1476.32
2896.06	1245.7
2895.42	1389.97
2894.78	1385.85
2894.14	1381.73
2893.5	1440.06
2892.86	1416.42
2892.22	1388.9
2891.58	1357.47
2890.93	1337.76
2890.29	1282.96
2889.65	1321.75
2889.01	1352.74
2888.37	1434.38
2887.73	1297.76
2887.09	1356
2886.44	1215.54
2885.8	1390.64
2885.16	1308.64
2884.52	1452.52
2883.88	1347.17
2883.23	1463.75
2882.59	1389.57
2881.95	1264.82
2881.31	1412.48
2880.66	1295.55
2880.02	1330.36
2879.38	1372.93
2878.74	1193.84
2878.09	1329.74
2877.45	1321.76
2876.81	1333.21
2876.16	1344.67
2875.52	1391.09
2874.88	1348.13
2874.23	1312.96
2873.59	1293.34
2872.95	1335.86
2872.3	1289.06
2871.66	1319.92
2871.01	1277.01
2870.37	1323.39
2869.73	1350.34
2869.08	1326.86
2868.44	1268.46
2867.79	1423.41
2867.15	1326.24
2866.5	1314.4
2865.86	1352.96
2865.21	1364.38
2864.57	1480.44
2863.92	1759.2
2863.28	1611.7
2862.63	1410.02
2861.99	1328.47
2861.34	1316.64
2860.7	1297.08
2860.05	1316.24
2859.4	1397.32
2858.76	1335.18
2858.11	1389.14
2857.47	1416.01
2856.82	1311.35
2856.17	1345.95
2855.53	1411.48
2854.88	1299.14
2854.23	1387.85
2853.59	1414.69
2852.94	1414.47
2852.29	1371.75
2851.65	1286.54
2851	1309.52
2850.35	1347.94
2849.7	1394.07
2849.06	1293.46
2848.41	1312.56
2847.76	1212
2847.11	1273.56
2846.46	1211.63
2845.82	1226.87
2845.17	1288.4
2844.52	1191.78
2843.87	1180.02
2843.22	1098.87
2842.58	1129.54
2841.93	1086.97
2841.28	1102.21
2840.63	1125.16
2839.98	1186.63
2839.33	1140.22
2838.68	1036.05
2838.03	1062.85
2837.38	1135.84
2836.73	1012.47
2836.09	1089.3
2835.44	989.065
2834.79	1073.57
2834.14	1038.77
2833.49	1154.01
2832.84	1126.91
2832.19	1061.36
2831.54	1103.49
2830.89	1030.28
2830.23	1091.62
2829.58	1102.98
2828.93	1183.5
2828.28	995.059
2827.63	1140.87
2826.98	1033.16
2826.33	1013.8
2825.68	1005.96
2825.03	986.607
2824.38	1116.96
2823.73	1051.54
2823.07	1055.22
2822.42	1035.87
2821.77	1146.95
2821.12	989.522
2820.47	1123.58
2819.81	1085.07
2819.16	1088.73
2818.51	1107.73
2817.86	1053.9
2817.21	1164.86
2816.55	1038.25
2815.9	1141.51
2815.25	999.627
2814.59	1087.55
2813.94	1014.63
2813.29	1194.4
2812.64	964.556
2811.98	1090.7
2811.33	1167.06
2810.68	1063.58
2810.02	990.732
2809.37	1055.6
2808.71	940.711
2808.06	1013.21
2807.41	1058.93
2806.75	1051.12
2806.1	1035.67
2805.44	1039.33
2804.79	1088.83
2804.14	1065.74
2803.48	1035.02
2802.83	1134.14
2802.17	1114.88
2801.52	1110.89
2800.86	1076.36
2800.21	1152.52
2799.55	1083.66
2798.9	1159.79
2798.24	1090.95
2797.58	1052.64
2796.93	1109.67
2796.27	1136.19
2795.62	1181.76
2794.96	1132.02
2794.31	1139.47
2793.65	1082.14
2792.99	1062.92
2792.34	1154.17
2791.68	1108.29
2791.02	1058.61
2790.37	1123.17
2789.71	1164.87
2789.05	1214.17
2788.4	1096.01
2787.74	1168.13
2787.08	1167.95
2786.43	1042.24
2785.77	1125.75
2785.11	1144.59
2784.45	1133
2783.8	1110.02
2783.14	1117.45
2782.48	1060.27
2781.82	1212.09
2781.16	1113.13
2780.51	1192.72
2779.85	1158.35
2779.19	1040.46
2778.53	1176.97
2777.87	1172.99
2777.21	1017.2
2776.56	1157.45
2775.9	1111.74
2775.24	1263.31
2774.58	1118.97
2773.92	1103.63
2773.26	1084.5
2772.6	1239.77
2771.94	1118.28
2771.28	1118.1
2770.62	1129.3
2769.96	1144.27
2769.3	1197.13
2768.64	1329.52
2767.98	1139.95
2767.32	1177.64
2766.66	1075.23
2766	1241.62
2765.34	1165.73
2764.68	1195.82
2764.02	1138.88
2763.36	1180.32
2762.7	1263.35
2762.04	1157.26
2761.37	1172.2
2760.71	1243.85
2760.05	1239.88
2759.39	1205.67
2758.73	1213.04
2758.07	1337.53
2757.41	1095.55
2756.74	1265.35
2756.08	1178.29
2755.42	1204.54
2754.76	1227
2754.1	1336.28
2753.43	1211.52
2752.77	1245.29
2752.11	1282.83
2751.45	1278.86
2750.78	1259.8
2750.12	1252.06
2749.46	1266.94
2748.79	1161.18
2748.13	1277.86
2747.47	1247.5
2746.8	1262.38
2746.14	1239.58
2745.48	1322.26
2744.81	1258.02
2744.15	1276.66
2743.48	1404.48
2742.82	1306.37
2742.16	1272.29
2741.49	1305.96
2740.83	1279.42
2740.16	1226.55
2739.5	1320.4
2738.83	1354.04
2738.17	1361.35
2737.5	1263.38
2736.84	1394.76
2736.17	1330.64
2735.51	1240.23
2734.84	1352.77
2734.18	1393.89
2733.51	1314.78
2732.85	1340.87
2732.18	1404.5
2731.52	1317.92
2730.85	1302.7
2730.18	1332.52
2729.52	1294.78
2728.85	1444.67
2728.19	1343.15
2727.52	1309.18
2726.85	1346.48
2726.19	1305.02
2725.52	1383.55
2724.85	1372.09
2724.18	1360.63
2723.52	1367.91
2722.85	1393.92
2722.18	1412.44
2721.52	1367.27
2720.85	1513.12
2720.18	1396.79
2719.51	1385.34
2718.85	1302.77
2718.18	1384.91
2717.51	1358.49
2716.84	1384.47
2716.17	1365.55
2715.5	1447.63
2714.84	1477.32
2714.17	1450.92
2713.5	1420.78
2712.83	1345.79
2712.16	1390.43
2711.49	1382.74
2710.82	1517.03
2710.15	1430.87
2709.48	1449.32
2708.82	1464.03
2708.15	1411.53
2707.48	1478.51
2706.81	1411.08
2706.14	1395.93
2705.47	1429.3
2704.8	1358.18
2704.13	1522.12
2703.46	1312.99
2702.79	1484.34
2702.12	1394.62
